FLT_ID,EQ_ID,model,fname,eq_name,eq_date,magnitude,style,sof,region,rup_srl_narrow,rup_srl_wide,dip,seis_depth,lef,wef,stress_drop,stress_drop_asperity
3,89,Constant_stress,M7.7_C004,sim_89,01/10/2022,7.75093,Strike-Slip,0,generic,198.55,202.85,90,19,177.120192569016,19.9222505473202,4.265773,3.56461334849247
3,90,Constant_stress,M7.7_C005,sim_90,01/10/2022,7.613906,Strike-Slip,0,generic,163.75,171.55,90,19,133.260254345373,19.5945886373836,3.685788,3.05961276544476
3,91,Constant_stress,M7.6_C001,sim_91,01/10/2022,7.736552,Strike-Slip,0,generic,187.4,199.3,90,19,160.110929204528,19.564278604806,4.510754,3.72015431687392
3,92,Constant_stress,M7.6_C002,sim_92,01/10/2022,7.433725,Strike-Slip,0,generic,212.6,223.3,90,19,107.769311293435,19.3251938597984,2.880845,2.46831151265923
3,93,Constant_stress,M7.6_C003,sim_93,01/10/2022,7.426704,Strike-Slip,0,generic,114.55,250.55,90,19,106.262495623901,19.7797611233086,2.977112,2.49772528359266
3,94,Constant_stress,M7.6_C004,sim_94,01/10/2022,7.560753,Strike-Slip,0,generic,154.95,159.6,90,19,121.933930639931,19.4622584451913,3.52796,2.78342002406766
3,95,Constant_stress,M7.6_C005,sim_95,01/10/2022,7.680919,Strike-Slip,0,generic,247.55,254.95,90,19,221.62025284112,20.0295763927563,2.846475,2.27067854664013
3,96,Constant_stress,M7.5_C001,sim_96,01/10/2022,7.476025,Strike-Slip,0,generic,155.1,159,90,19,115.008735608173,18.4786580346238,3.146879,2.44504123381911
3,97,Constant_stress,M7.5_C002,sim_97,01/10/2022,7.390403,Strike-Slip,0,generic,102.85,108.45,90,19,83.1174561439552,19.3260720785683,3.184926,2.59579911300056
3,98,Constant_stress,M7.5_C003,sim_98,01/10/2022,6.90695,Strike-Slip,0,generic,38.7,45.95,90,19,36.89281658634,17.4696969766795,2.460947,2.01300243585665
3,99,Constant_stress,M7.5_C004,sim_99,01/10/2022,7.475467,Strike-Slip,0,generic,136.2,142.6,90,19,114.841774033827,19.221576257485,3.018865,2.50052079082531
3,100,Constant_stress,M7.5_C005,sim_100,01/10/2022,7.62916,Strike-Slip,0,generic,172.25,177.9,90,19,156.284557554908,20.2103187408436,3.469569,2.95226036741816
